txn_id,date,merchant,amount,account
T000898,2026-07-05,BLUE BOTTLE COFFEE,7.54,credit
T000899,2026-07-05,BLUE BOTTLE COFFEE,5.90,credit
T000900,2026-07-05,NETFLIX.COM,19.36,checking
T000901,2026-07-05,SPOTIFY P0A1B2C3,11.99,checking
T000902,2026-07-05,TRADER JOES #567,143.88,credit
T000903,2026-07-05,UBER *TRIP,55.95,credit
T000904,2026-07-06,TST* SUSHI PALACE,27.07,credit
T000905,2026-07-07,COSTCO WHSE #123,45.24,credit
T000906,2026-07-08,BLUE BOTTLE COFFEE,5.67,credit
T000907,2026-07-08,CITY UTILITIES ELECTRIC,86.81,checking
T000908,2026-07-08,DOORDASH*THAI GARDEN,43.98,credit
T000909,2026-07-08,TARGET T-1234,26.57,credit
T000910,2026-07-09,DOORDASH*THAI GARDEN,39.12,credit
T000911,2026-07-09,TRANSIT AUTHORITY,22.29,credit
T000912,2026-07-11,LYFT *RIDE,22.61,credit
T000913,2026-07-11,STARBUCKS #1234 SEATTLE WA,7.18,credit
T000914,2026-07-11,TST* SUSHI PALACE,23.48,credit
T000915,2026-07-12,AMZN Mktp US*9X2LP,175.44,credit
T000916,2026-07-12,BLUE BOTTLE COFFEE,8.24,credit
T000917,2026-07-12,CVS PHARMACY #2231,29.99,credit
T000918,2026-07-12,TST* RAMEN KOBO,62.15,credit
T000919,2026-07-12,UBER *EATS,40.80,credit
T000920,2026-07-12,VERIZON WIRELESS,68.00,checking
T000921,2026-07-13,BLUE BOTTLE COFFEE,7.32,credit
T000922,2026-07-13,CHIPOTLE 1234,34.97,credit
T000923,2026-07-13,CVS PHARMACY #2231,92.18,credit
T000924,2026-07-13,PEETS #88,6.83,credit
T000925,2026-07-13,SAFEWAY #1234 SEATTLE WA,90.10,credit
T000926,2026-07-14,AMZN Mktp US*2H4KJ,103.58,credit
T000927,2026-07-14,PEETS #88,5.10,credit
T000928,2026-07-14,PEETS #88,6.73,credit
T000929,2026-07-14,TST* RAMEN KOBO,12.18,credit
T000930,2026-07-15,CHIPOTLE 1234,56.37,credit
T000931,2026-07-15,UBER *EATS,32.01,credit
T000932,2026-07-15,UBER *TRIP,42.11,credit
T000933,2026-07-16,FEDEX OFFICE 1234,24.40,credit
T000934,2026-07-16,PEETS #88,7.28,credit
T000935,2026-07-16,SAFEWAY #1234 SEATTLE WA,31.82,credit
T000936,2026-07-16,UBER *EATS,34.12,credit
T000937,2026-07-17,AMC THEATRES #4412,78.36,credit
T000938,2026-07-17,LYFT *RIDE,48.81,credit
T000939,2026-07-17,TRADER JOES #567,127.04,credit
T000940,2026-07-17,UBER *EATS,44.58,credit
T000941,2026-07-17,UBER *TRIP,13.06,credit
T000942,2026-07-18,SAFEWAY #1234 SEATTLE WA,90.54,credit
T000943,2026-07-18,SHELL OIL 57440,50.57,credit
T000944,2026-07-18,UBER *EATS,55.93,credit
T000945,2026-07-19,UBER *EATS,42.49,credit
T000946,2026-07-20,APPLE.COM/BILL ICLOUD,2.99,checking
T000947,2026-07-20,BLUE BOTTLE COFFEE,4.44,credit
T000948,2026-07-20,DOORDASH*THAI GARDEN,34.25,credit
T000949,2026-07-20,SHELL OIL 57440,5.12,credit
T000950,2026-07-20,TARGET T-1234,30.71,credit
T000951,2026-07-21,BEST BUY #245,134.93,credit
T000952,2026-07-21,CHIPOTLE 1234,20.67,credit
T000953,2026-07-21,WHOLE FOODS MKT #10263,134.62,credit
T000954,2026-07-22,TST* SUSHI PALACE,56.60,credit
T000955,2026-07-23,READLY DIGITAL MAGAZINES,9.99,checking
T000956,2026-07-24,BEST BUY #245,179.33,credit
T000957,2026-07-24,CHIPOTLE 1234,17.30,credit
T000958,2026-07-24,LYFT *RIDE,7.24,credit
T000959,2026-07-24,PEETS #88,7.92,credit
T000960,2026-07-24,SHELL OIL 57440,47.71,credit
T000961,2026-07-24,STARBUCKS #1234 SEATTLE WA,7.08,credit
T000962,2026-07-25,BLUE BOTTLE COFFEE,4.75,credit
T000963,2026-07-25,LYFT *RIDE,16.94,credit
T000964,2026-07-25,STARBUCKS #1234 SEATTLE WA,5.50,credit
T000965,2026-07-25,WHOLE FOODS MKT #10263,117.13,credit
T000966,2026-07-25,WHOLE FOODS MKT #10263,78.98,credit
T000967,2026-07-26,AMZN Mktp US*2H4KJ,201.65,credit
T000968,2026-07-26,WHOLE FOODS MKT #10263,176.16,credit
T000969,2026-07-27,LYFT *RIDE,70.18,credit
T000970,2026-07-28,CHIPOTLE 1234,41.82,credit
T000971,2026-07-28,TRADER JOES #567,28.27,credit
T000972,2026-07-28,TST* SUSHI PALACE,37.56,credit
T000973,2026-08-01,AMZN Mktp US*2H4KJ,92.98,credit
T000974,2026-08-01,PACIFIC PROPERTY MGMT RENT,3250.00,checking
T000975,2026-08-01,SAFEWAY #1234 SEATTLE WA,112.31,credit
T000976,2026-08-02,CHIPOTLE 1234,60.48,credit
T000977,2026-08-02,PEETS #88,4.30,credit
T000978,2026-08-02,STARBUCKS #1234 SEATTLE WA,9.59,credit
T000979,2026-08-02,TRADER JOES #567,89.88,credit
T000980,2026-08-02,TRANSIT AUTHORITY,62.09,credit
T000981,2026-08-02,UBER *EATS,66.33,credit
T000982,2026-08-03,UBER *EATS,37.92,credit
T000983,2026-08-04,SHELL OIL 57440,9.98,credit
T000984,2026-08-04,STARBUCKS #1234 SEATTLE WA,7.71,credit
T000985,2026-08-05,AMZN Mktp US*2H4KJ,124.79,credit
T000986,2026-08-05,COSTCO WHSE #123,146.97,credit
T000987,2026-08-05,NETFLIX.COM,19.36,checking
T000988,2026-08-05,PEETS #88,6.96,credit
T000989,2026-08-05,SAFEWAY #1234 SEATTLE WA,136.56,credit
T000990,2026-08-05,SPOTIFY P0A1B2C3,11.99,checking
T000991,2026-08-05,TST* SUSHI PALACE,43.60,credit
T000992,2026-08-05,UBER *TRIP,71.37,credit
T000993,2026-08-06,DOORDASH*THAI GARDEN,47.82,credit
T000994,2026-08-06,TRADER JOES #567,66.05,credit
T000995,2026-08-07,AMZN Mktp US*9X2LP,141.54,credit
T000996,2026-08-07,BLUE BOTTLE COFFEE,8.16,credit
T000997,2026-08-07,CVS PHARMACY #2231,80.65,credit
T000998,2026-08-07,STARBUCKS #1234 SEATTLE WA,8.34,credit
T000999,2026-08-07,USPS POSTAL STORE,18.01,credit
T001000,2026-08-08,AMZN Mktp US*9X2LP,220.93,credit
T001001,2026-08-08,CITY UTILITIES ELECTRIC,97.01,checking
T001002,2026-08-08,LYFT *RIDE,17.57,credit
T001003,2026-08-08,SAFEWAY #1234 SEATTLE WA,28.67,credit
T001004,2026-08-08,TST* RAMEN KOBO,17.83,credit
T001005,2026-08-08,WHOLE FOODS MKT #10263,171.76,credit
T001006,2026-08-09,AMZN Mktp US*9X2LP,16.19,credit
T001007,2026-08-09,CHIPOTLE 1234,21.03,credit
T001008,2026-08-09,FEDEX OFFICE 1234,25.29,credit
T001009,2026-08-09,LYFT *RIDE,10.00,credit
T001010,2026-08-09,WHOLE FOODS MKT #10263,171.99,credit
T001011,2026-08-10,BEST BUY #245,181.67,credit
T001012,2026-08-10,DOORDASH*THAI GARDEN,37.18,credit
T001013,2026-08-10,TST* SUSHI PALACE,46.83,credit
T001014,2026-08-11,STEAM GAMES,13.95,credit
T001015,2026-08-11,UBER *TRIP,39.74,credit
T001016,2026-08-11,WHOLE FOODS MKT #10263,167.92,credit
T001017,2026-08-12,TARGET T-1234,259.47,credit
T001018,2026-08-12,TARGET T-1234,153.31,credit
T001019,2026-08-12,TST* SUSHI PALACE,14.14,credit
T001020,2026-08-12,VERIZON WIRELESS,68.00,checking
T001021,2026-08-13,CHIPOTLE 1234,64.88,credit
T001022,2026-08-13,LYFT *RIDE,54.37,credit
T001023,2026-08-13,TST* RAMEN KOBO,53.74,credit
T001024,2026-08-14,BLUE BOTTLE COFFEE,8.08,credit
T001025,2026-08-14,CHIPOTLE 1234,34.70,credit
T001026,2026-08-15,TST* RAMEN KOBO,56.74,credit
T001027,2026-08-16,TST* SUSHI PALACE,12.57,credit
T001028,2026-08-16,UBER *EATS,20.94,credit
T001029,2026-08-16,UBER *TRIP,10.50,credit
T001030,2026-08-17,PEETS #88,9.40,credit
T001031,2026-08-17,TST* RAMEN KOBO,28.32,credit
T001032,2026-08-17,TST* SUSHI PALACE,12.50,credit
T001033,2026-08-18,DOORDASH*THAI GARDEN,31.67,credit
T001034,2026-08-18,TRADER JOES #567,69.81,credit
T001035,2026-08-20,APPLE.COM/BILL ICLOUD,2.99,checking
T001036,2026-08-20,BLUE BOTTLE COFFEE,4.55,credit
T001037,2026-08-20,BLUE BOTTLE COFFEE,5.33,credit
T001038,2026-08-20,TST* RAMEN KOBO,38.54,credit
T001039,2026-08-20,UBER *EATS,49.05,credit
T001040,2026-08-21,TST* RAMEN KOBO,20.74,credit
T001041,2026-08-21,UBER *EATS,50.96,credit
T001042,2026-08-23,BLUE BOTTLE COFFEE,8.13,credit
T001043,2026-08-23,BLUE BOTTLE COFFEE,4.96,credit
T001044,2026-08-23,READLY DIGITAL MAGAZINES,9.99,checking
T001045,2026-08-23,STEAM GAMES,81.08,credit
T001046,2026-08-23,TST* RAMEN KOBO,22.21,credit
T001047,2026-08-24,LYFT *RIDE,32.99,credit
T001048,2026-08-24,SAFEWAY #1234 SEATTLE WA,113.12,credit
T001049,2026-08-24,TRADER JOES #567,32.03,credit
T001050,2026-08-24,TST* SUSHI PALACE,13.03,credit
T001051,2026-08-25,UBER *TRIP,6.02,credit
T001052,2026-08-26,BEST BUY #245,76.57,credit
T001053,2026-08-26,SHELL OIL 57440,66.76,credit
T001054,2026-08-26,TST* SUSHI PALACE,56.83,credit
T001055,2026-08-27,CVS PHARMACY #2231,85.60,credit
T001056,2026-08-28,BLUE BOTTLE COFFEE,7.65,credit
T001057,2026-08-28,LYFT *RIDE,39.98,credit
T001058,2026-08-28,LYFT *RIDE,68.06,credit
T001059,2026-08-28,PEETS #88,8.73,credit
T001060,2026-08-28,PEETS #88,7.23,credit
T001061,2026-08-28,TRANSIT AUTHORITY,51.12,credit
